335,475,1
78,361,1
51,394,1
70,381,1
118,312,1
266,406,0
274,464,0
277,477,0
266,238,0
262,159,0
244,121,0
378,76,0
341,41,0
198,102,0
248,37,0
253,0,0
446,38,0
386,93,0
366,125,0
312,73,0
284,130,0
307,227,0
250,339,0
261,420,0
256,370,0
206,427,0
240,428,0
580,31,0
581,82,0
484,78,0
432,58,0
387,93,0
378,42,0
220,22,0
65,42,0
43,77,0
